종목코드,공모금액(백만원),액면가 (원),공모가 (원),최초상장주식수 (주),상장일시가,report_year,매출액,영업이익,당기순이익,미국채권10년price,미국채권10년var,미국채권10년5MA,미국채권10년20MA,미국채권10년60MA,미국채권10년5MA_line,미국채권10년20MA_line,미국채권10년60MA_line,미국채권10년변동5MA,비트코인price,비트코인var,비트코인5MA,비트코인20MA,비트코인60MA,비트코인5MA_line,비트코인20MA_line,비트코인60MA_line,비트코인변동5MA,VIXprice,VIXvar,VIX5MA,VIX20MA,VIX60MA,VIX5MA_line,VIX20MA_line,VIX60MA_line,VIX변동5MA,환율price,환율var,환율5MA,환율20MA,환율60MA,환율5MA_line,환율20MA_line,환율60MA_line,환율변동5MA,유가price,유가var,유가5MA,유가20MA,유가60MA,유가5MA_line,유가20MA_line,유가60MA_line,유가변동5MA,금price,금var,금5MA,금20MA,금60MA,금5MA_line,금20MA_line,금60MA_line,금변동5MA,천연가스price,천연가스var,천연가스5MA,천연가스20MA,천연가스60MA,천연가스5MA_line,천연가스20MA_line,천연가스60MA_line,천연가스변동5MA,나스닥지수price,나스닥지수var,나스닥지수5MA,나스닥지수20MA,나스닥지수60MA,나스닥지수5MA_line,나스닥지수20MA_line,나스닥지수60MA_line,나스닥지수거래량,나스닥지수변동5MA,코스피지수price,코스피지수var,코스피지수5MA,코스피지수20MA,코스피지수60MA,코스피지수5MA_line,코스피지수20MA_line,코스피지수60MA_line,코스피지수거래량,코스피지수변동5MA,신고서제출일_M,수요예측일정_M,청약일정_M,납입일_M,상장예정일_M,상장일_M,신고서제출일_diff,납입일_diff,상장예정일_diff,주관사_갯수,씨티그룹글로벌마켓증권㈜_isin,한화투자증권㈜_isin,하나증권주식회사_isin,제이피모간증권회사 서울지점_isin,신한투자증권 주식회사_isin,한국투자증권㈜_isin,KB증권㈜_isin,DB금융투자주식회사_isin,모건스탠리 인터내셔날증권회사 서울지점_isin,유안타증권㈜_isin,IBK투자증권㈜_isin,골드만삭스증권 서울지점_isin,현대차증권주식회사_isin,신영증권㈜_isin,삼성증권㈜_isin,미래에셋증권 주식회사_isin,엔에이치투자증권주식회사_isin,대신증권㈜_isin,하이투자증권㈜_isin,키움증권㈜_isin,CS증권 서울지점_isin,시장구분_유가증권 상장추진,시장구분_코스닥 상장추진,국적_대한민국,국적_미국,국적_홍콩,업종_1차,업종_가구,업종_건물,업종_건물설비,"업종_건축기술,",업종_광고업,업종_구조용,업종_그외,업종_금융,업종_기초,업종_기타,업종_동물용,업종_반도체,업종_보험,"업종_비료,",업종_상품,업종_생활용품,"업종_섬유,",업종_소프트웨어,업종_알코올음료,"업종_영화,",업종_오디오물,업종_운동,업종_운송장비,업종_은행,업종_음·식료품,업종_의료용,업종_의료용품,업종_의약품,업종_일반,업종_일차전지,업종_자동차,"업종_자료처리,",업종_자연과학,업종_전구,업종_전기,"업종_전동기,",업종_전자부품,"업종_측정,",업종_컴퓨터,업종_통신,업종_특수,업종_플라스틱제품,증권구분_주권,증권구분_주식예탁증권,상장일등락_이동평균_3,상장일등락_이동평균_7
248070,108800.0,500.0,17000.0,42508362.0,34000.0,2020,630887649.0,12553196.0,7131824.0,136.94,-0.18,137.18800000000002,136.94599999999997,137.73466666666667,0.2480000000000188,0.0059999999999718,0.7946666666666715,-0.0619999999999998,35563.0,5.97,34175.54,34191.445,29193.085,-1387.4599999999991,-1371.5550000000003,-6369.915000000001,1.353999999999999,25.56,-15.48,31.262,25.106,23.48866666666667,5.702000000000002,-0.4539999999999971,-2.071333333333328,5.654000000000001,1115.37,-0.1,1114.084,1102.137,1099.8473333333334,-1.2859999999998308,-13.232999999999947,-15.52266666666651,0.26,54.76,2.26,53.14,52.7315,48.00633333333334,-1.6199999999999974,-2.028500000000001,-6.7536666666666605,0.8160000000000007,1833.4,-1.64,1846.74,1854.97,1858.6766666666667,13.340000000000146,21.569999999999936,25.27666666666664,-0.1860000000000001,2.845,-0.18,2.7366,2.66495,2.674716666666667,-0.1084,-0.18005,-0.1702833333333333,1.532,13612.78,1.56,13338.926,13243.1625,12622.693833333333,-273.85399999999936,-369.6175000000003,-990.086166666668,143000.0,4.440892098500626e-17,3096.81,1.32,3064.232,3100.183,2816.384833333333,-32.577999999999975,3.3730000000000477,-280.4251666666669,88731.0,-0.2579999999999992,12,1,1,1,2,2,47,7,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,85.49999999999999,95.28571428571429
321820,16000.0,500.0,16000.0,6763282.0,24900.0,2020,35385348.0,-2155431.0,-2083972.0,136.8,-0.1,137.042,136.9385,137.72116666666668,0.2419999999999902,0.1384999999999934,0.9211666666666644,-0.1039999999999998,37677.0,5.94,34854.8,34116.795,29501.751666666663,-2822.199999999997,-3560.2050000000017,-8175.248333333337,1.971999999999999,22.91,-10.37,28.402,24.9845,23.441333333333333,5.491999999999997,2.0745000000000005,0.5313333333333325,-8.748,1113.46,-0.17,1115.1,1103.4135,1099.8651666666667,1.639999999999873,-10.046499999999924,-13.594833333333328,0.092,55.69,1.7,53.70799999999999,52.9745,48.24516666666667,-1.9820000000000064,-2.7154999999999987,-7.444833333333328,1.0640000000000007,1835.1,0.09,1844.78,1851.295,1858.355,9.680000000000064,16.195000000000164,23.25500000000011,-0.1040000000000001,2.789,-1.97,2.7424000000000004,2.6679500000000003,2.67205,-0.0465999999999997,-0.1210499999999998,-0.1169500000000001,0.354,13610.54,-0.02,13406.914,13282.741499999998,12651.354,-203.6260000000002,-327.7985000000026,-959.1860000000016,136000.0,0.518,3129.68,1.06,3065.656,3108.2565,2828.271166666667,-64.02399999999989,-21.42349999999988,-301.4088333333329,90179.0,0.0680000000000008,11,1,1,1,2,2,78,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.93333333333332,87.89999999999999
277810,26500.0,500.0,10000.0,15584500.0,20000.0,2020,1693984.0,-5399715.0,-5497206.0,136.8,-0.1,137.042,136.9385,137.72116666666668,0.2419999999999902,0.1384999999999934,0.9211666666666644,-0.1039999999999998,37677.0,5.94,34854.8,34116.795,29501.751666666663,-2822.199999999997,-3560.2050000000017,-8175.248333333337,1.971999999999999,22.91,-10.37,28.402,24.9845,23.441333333333333,5.491999999999997,2.0745000000000005,0.5313333333333325,-8.748,1113.46,-0.17,1115.1,1103.4135,1099.8651666666667,1.639999999999873,-10.046499999999924,-13.594833333333328,0.092,55.69,1.7,53.70799999999999,52.9745,48.24516666666667,-1.9820000000000064,-2.7154999999999987,-7.444833333333328,1.0640000000000007,1835.1,0.09,1844.78,1851.295,1858.355,9.680000000000064,16.195000000000164,23.25500000000011,-0.1040000000000001,2.789,-1.97,2.7424000000000004,2.6679500000000003,2.67205,-0.0465999999999997,-0.1210499999999998,-0.1169500000000001,0.354,13610.54,-0.02,13406.914,13282.741499999998,12651.354,-203.6260000000002,-327.7985000000026,-959.1860000000016,136000.0,0.518,3129.68,1.06,3065.656,3108.2565,2828.271166666667,-64.02399999999989,-21.42349999999988,-301.4088333333329,90179.0,0.0680000000000008,11,1,1,1,2,2,68,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,133.9333333333333,84.32857142857142
262840,22000.0,100.0,11000.0,9860000.0,22000.0,2020,13153042.0,3503811.0,3650101.0,136.69,-0.08,136.884,136.959,137.67483333333334,0.1939999999999884,0.2690000000000054,0.9848333333333414,-0.0479999999999998,38260.0,3.48,36406.8,34238.745,30112.235,-1853.199999999997,-4021.254999999997,-8147.765000000003,2.9579999999999997,20.87,-4.13,24.27,24.7445,23.34783333333333,3.3999999999999986,3.8744999999999976,2.477833333333333,-8.714,1116.77,-0.29,1116.422,1105.8915,1100.1033333333332,-0.3479999999999563,-10.878500000000033,-16.666666666666742,-0.0139999999999999,56.85,1.1,55.416,53.404,48.75366666666666,-1.4340000000000046,-3.446000000000005,-8.096333333333341,1.7240000000000006,1813.0,1.22,1827.32,1844.0550000000003,1856.125,14.320000000000164,31.05500000000029,43.125,-0.3960000000000001,2.863,-2.45,2.8564000000000003,2.6855,2.6685666666666665,-0.0065999999999997,-0.1774999999999997,-0.1944333333333334,2.3560000000000003,13856.3,0.57,13652.15,13374.03,12718.437833333332,-204.14999999999964,-482.2700000000005,-1137.862166666666,126000.0,1.1780000000000002,3120.63,1.07,3098.24,3109.4725,2850.0736666666667,-22.389999999999876,-11.157500000000256,-270.55633333333344,119000.0,0.9600000000000009,12,1,1,2,2,2,44,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119.13333333333331,63.65714285714286
322310,39900.0,500.0,21000.0,9309542.0,42000.0,2021,17537288.0,1766326.0,1133601.0,135.16,-0.19,135.444,136.322,137.1663333333333,0.2839999999999918,1.162000000000006,2.006333333333316,-0.0859999999999998,49715.0,1.69,53179.0,48388.6,38786.99833333333,3464.0,-1326.4000000000017,-10928.00166666667,-2.186000000000001,21.34,-7.66,22.488,24.167,23.174166666666668,1.1479999999999997,2.8270000000000017,1.8341666666666685,-0.0240000000000001,1107.27,-0.26,1108.044,1110.1335,1099.907333333333,0.7740000000001146,2.863499999999931,-7.362666666666655,0.03,63.22,2.51,61.228,58.4895,52.629333333333335,-1.9920000000000044,-4.730499999999999,-10.590666666666664,0.6940000000000006,1797.9,-0.44,1792.92,1816.395,1848.7016666666668,-4.980000000000018,18.49499999999989,50.80166666666673,0.2839999999999999,2.854,-0.87,2.9674,2.92705,2.7129,0.1133999999999999,0.0730499999999998,-0.1411000000000002,-2.368,13597.97,0.99,13667.21,13718.8685,13121.135833333334,69.2400000000016,120.89850000000116,-476.8341666666656,124000.0,-0.524,2994.98,-2.45,3067.82,3092.945,2950.9666666666667,72.84000000000015,97.96500000000016,-44.01333333333332,156000.0,-0.8959999999999994,1,2,2,2,2,2,40,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,109.56666666666665,65.01428571428572
340930,38643.0,500.0,16000.0,10590044.0,32000.0,2021,58978131.0,7718044.0,4765270.0,133.67,-1.1,135.006,136.154,137.09733333333332,1.3360000000000127,2.484000000000009,3.427333333333337,-0.3219999999999999,47144.0,-5.17,51440.2,48832.8,39135.38166666667,4296.199999999997,1688.800000000003,-8008.618333333332,-3.216000000000001,28.89,35.38,23.768,23.751,23.312833333333334,-5.122,-5.139000000000003,-5.577166666666667,6.132000000000001,1118.77,1.04,1110.406,1110.446,1100.3521666666666,-8.364000000000033,-8.323999999999842,-18.41783333333342,0.214,63.53,0.49,61.83,59.056,52.9275,-1.7000000000000028,-4.474000000000004,-10.602500000000006,0.9940000000000008,1775.4,-1.25,1793.0,1813.105,1847.9766666666667,17.59999999999991,37.70499999999993,72.5766666666666,0.0099999999999998,2.777,-2.7,2.9064,2.9377,2.7174,0.1293999999999999,0.1606999999999998,-0.0596000000000005,-2.056,13119.43,-3.52,13518.024,13711.31,13136.362166666666,398.5939999999992,591.880000000001,16.93216666666558,133000.0,-1.084,3099.69,3.5,3070.4260000000004,3090.914,2958.863,-29.26399999999967,-8.776000000000295,-140.82700000000025,128000.0,0.1040000000000007,1,2,2,2,2,2,43,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,62.833333333333314,48.15714285714286
338220,37800.0,100.0,21000.0,10825069.0,32900.0,2020,162098.0,-6021757.0,-5912548.0,133.8,0.1,134.676,135.98449999999997,137.025,0.8759999999999764,2.1844999999999573,3.2249999999999943,-0.2419999999999999,46319.0,-1.75,49228.8,49185.9,39456.39833333333,2909.800000000003,2866.900000000001,-6862.601666666669,-4.116000000000001,27.95,-3.25,24.948,23.638,23.4325,-3.001999999999999,-4.312000000000001,-4.517499999999998,5.8740000000000006,1123.89,0.46,1114.3300000000002,1110.7585,1101.0208333333333,-9.559999999999944,-13.131500000000187,-22.869166666666843,0.354,61.5,-3.2,62.282,59.4535,53.1815,0.7819999999999965,-2.0465000000000018,-8.3185,0.7780000000000007,1728.8,-2.62,1783.2800000000002,1807.03,1846.2866666666664,54.480000000000246,78.23000000000025,117.48666666666668,-0.5420000000000001,2.771,-0.22,2.8468000000000004,2.93375,2.720666666666667,0.0758000000000005,0.1627499999999999,-0.0503333333333331,-2.016,13192.35,0.56,13381.6,13704.0695,13152.922333333332,189.25,511.71950000000106,-39.4276666666683,144000.0,-0.986,3012.95,-2.8,3051.492,3085.4335,2965.188,38.54200000000037,72.48350000000028,-47.76199999999972,136000.0,-0.5919999999999993,12,2,2,2,2,2,70,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24.299999999999983,54.50000000000001
247660,16000.0,500.0,20000.0,3942587.0,33000.0,2021,4236610.0,-240029.0,-2512203.0,133.41,0.32,133.496,134.92649999999998,136.49483333333333,0.0860000000000127,1.5164999999999793,3.084833333333336,-0.1839999999999998,54949.4,4.88,51216.32,50563.03,42492.60833333333,-3733.0800000000017,-4386.370000000003,-12456.791666666672,2.601999999999999,24.03,-5.65,25.880000000000003,23.6965,23.87983333333333,1.8500000000000012,-0.3335000000000008,-0.1501666666666672,0.3440000000000003,1134.91,-0.52,1132.132,1115.2785,1105.761,-2.77800000000002,-19.631500000000187,-29.149000000000115,0.178,64.01,-1.6,64.05199999999999,61.559000000000005,55.111666666666665,0.0419999999999873,-2.4510000000000005,-8.89833333333334,1.4180000000000006,1716.9,2.32,1701.98,1764.94,1830.0366666666664,-14.920000000000073,48.03999999999997,113.13666666666654,-0.1860000000000002,2.662,-0.08,2.7177999999999995,2.891,2.744833333333333,0.0557999999999996,0.2289999999999996,0.0828333333333333,-1.2780000000000002,13073.82,3.69,12864.87,13501.713500000002,13224.329166666666,-208.95000000000076,427.893500000002,150.50916666666672,128000.0,-0.396,2976.12,-0.67,3024.994,3073.084,3000.092,48.8739999999998,96.96399999999994,23.971999999999756,153000.0,-0.4459999999999992,1,2,2,3,3,3,61,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11.699999999999982,52.62857142857143
356890,12930.0,500.0,9500.0,4640830.0,18000.0,2021,20600081.0,2179757.0,1967675.0,133.72,0.07,133.436,134.623,136.34216666666666,-0.2839999999999918,0.9029999999999916,2.622166666666658,0.0320000000000001,57869.0,3.42,54439.96,50883.59,43083.06166666667,-3429.040000000001,-6985.410000000004,-14785.938333333332,3.433999999999999,21.91,-2.88,23.726,23.739,23.8205,1.815999999999999,1.828999999999997,1.910499999999999,-5.012,1130.35,-0.49,1134.0,1118.2115,1107.1091666666666,3.650000000000091,-12.138500000000022,-23.240833333333285,-0.0059999999999999,66.02,2.45,65.122,62.1965,55.683,-0.8979999999999961,-3.823499999999996,-10.336999999999996,0.6980000000000007,1722.6,0.05,1707.56,1753.685,1825.986666666667,-15.039999999999964,31.08500000000004,103.386666666667,0.2639999999999998,2.668,-0.89,2.6774,2.87,2.7456166666666664,0.0093999999999998,0.2019999999999999,0.0776166666666662,-0.5700000000000003,13398.67,2.52,13014.126,13426.077,13252.392833333335,-384.5439999999999,27.406999999999243,-146.27716666666493,119000.0,1.062,3013.7,1.88,2994.0620000000004,3061.0815,3008.682333333333,-19.637999999999465,47.381500000000415,-5.017666666666628,135000.0,-0.1919999999999992,1,2,3,3,3,3,41,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.53333333333331,72.65714285714287
334970,91140.0,500.0,12400.0,42851915.0,12100.0,2021,0.0,-22601458.0,-31033281.0,133.72,0.07,133.436,134.623,136.34216666666666,-0.2839999999999918,0.9029999999999916,2.622166666666658,0.0320000000000001,57869.0,3.42,54439.96,50883.59,43083.06166666667,-3429.040000000001,-6985.410000000004,-14785.938333333332,3.433999999999999,21.91,-2.88,23.726,23.739,23.8205,1.815999999999999,1.828999999999997,1.910499999999999,-5.012,1130.35,-0.49,1134.0,1118.2115,1107.1091666666666,3.650000000000091,-12.138500000000022,-23.240833333333285,-0.0059999999999999,66.02,2.45,65.122,62.1965,55.683,-0.8979999999999961,-3.823499999999996,-10.336999999999996,0.6980000000000007,1722.6,0.05,1707.56,1753.685,1825.986666666667,-15.039999999999964,31.08500000000004,103.386666666667,0.2639999999999998,2.668,-0.89,2.6774,2.87,2.7456166666666664,0.0093999999999998,0.2019999999999999,0.0776166666666662,-0.5700000000000003,13398.67,2.52,13014.126,13426.077,13252.392833333335,-384.5439999999999,27.406999999999243,-146.27716666666493,119000.0,1.062,3013.7,1.88,2994.0620000000004,3061.0815,3008.682333333333,-19.637999999999465,47.381500000000415,-5.017666666666628,135000.0,-0.1919999999999992,1,2,3,3,3,3,44,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.53333333333331,90.15714285714286
950220,112500.0,0.0,7500.0,98392010.0,15000.0,2021,0.0,-30901471.0,-30043942.0,133.08,0.0,133.28199999999998,134.1625,136.09066666666666,0.2019999999999697,1.0824999999999818,3.0106666666666517,-0.0499999999999998,56924.0,2.3,58019.0,52093.59,44870.22833333334,1095.0,-4830.410000000004,-12053.77166666666,-0.2340000000000012,19.79,-1.2,20.996,23.6305,23.707,1.2059999999999995,3.840500000000002,3.916999999999998,-3.792,1129.0,-0.3,1132.722,1122.555,1108.5373333333332,3.72199999999998,-6.444999999999936,-20.46266666666679,-0.1039999999999999,64.8,-0.9,65.252,62.961,56.54866666666667,0.4519999999999982,-1.8389999999999984,-8.251333333333328,0.2520000000000007,1730.9,0.1,1724.86,1741.62,1818.345,-6.040000000000191,10.720000000000027,87.44499999999994,0.1659999999999998,2.562,3.14,2.6012,2.79075,2.7366333333333333,0.0392000000000001,0.2287500000000002,0.1746333333333334,-0.7260000000000002,13471.57,0.09,13343.728,13330.197,13295.023666666668,-127.84200000000055,-141.3729999999996,-176.54633333333186,110000.0,0.6060000000000001,3067.17,0.7,3027.818,3052.8325,3023.4915,-39.35199999999986,-14.337500000000093,-43.67850000000044,112000.0,0.6100000000000007,1,2,3,3,3,3,67,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,97.76666666666665,97.3
314930,30000.0,500.0,30000.0,5918200.0,40000.0,2021,3670995.0,-1826340.0,-4454433.0,133.23,0.11,133.204,134.0365,136.01316666666668,-0.025999999999982,0.8064999999999998,2.783166666666688,-0.0599999999999999,58870.0,3.42,58330.0,52679.89,45250.47833333334,-540.0,-6190.110000000001,-13619.52166666666,0.6419999999999988,19.23,-2.83,20.33,23.517000000000003,23.668,1.1000000000000014,4.287000000000003,4.437999999999999,-3.133999999999999,1121.21,-0.69,1129.782,1123.335,1108.78,8.571999999999889,2.125,-12.430000000000064,-0.2599999999999999,64.6,-0.31,65.28399999999999,63.134,56.82333333333334,0.6839999999999975,-1.465999999999994,-7.776666666666657,0.0560000000000007,1727.1,-0.22,1725.92,1739.3349999999998,1815.75,-1.1799999999998363,12.2349999999999,88.65000000000009,0.0639999999999998,2.528,-1.33,2.5684,2.7562,2.7353000000000005,0.0403999999999995,0.2282000000000001,0.2073000000000004,-1.2180000000000004,13525.2,0.4,13435.002,13308.182,13307.697833333334,-90.19800000000214,-217.01800000000003,-217.5021666666671,118000.0,0.6940000000000002,3047.5,-0.64,3045.6940000000004,3047.045,3028.3361666666665,-1.8059999999995853,-0.4549999999999272,-19.163833333333518,81499.0,0.6020000000000008,1,3,3,3,3,3,57,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.66666666666664,107.11428571428571
302440,1491750.0,500.0,65000.0,76500000.0,130000.0,2021,225610785.0,37710447.0,32889712.0,132.44,-0.59,132.948,133.8655,135.92183333333335,0.5080000000000098,1.4254999999999995,3.4818333333333555,-0.1919999999999999,57640.0,-2.09,57616.6,53245.94,45612.76166666667,-23.40000000000145,-4394.059999999998,-12027.238333333327,-1.1340000000000012,21.58,12.22,20.264000000000003,23.4715,23.60833333333333,-1.3159999999999954,1.8915000000000008,2.028333333333336,-0.1139999999999993,1127.75,0.58,1129.262,1124.3745,1109.216,1.5119999999999436,-3.375500000000102,-18.534000000000106,-0.0459999999999999,60.0,-7.12,64.08,63.10799999999999,57.0195,4.079999999999998,3.10799999999999,-2.9804999999999997,-1.8579999999999992,1732.5,0.31,1727.9,1737.2099999999998,1813.4533333333336,-4.599999999999909,4.709999999999809,80.9533333333336,0.1159999999999998,2.481,-1.86,2.531,2.72615,2.734683333333334,0.0499999999999998,0.2451499999999997,0.2536833333333339,-1.4120000000000004,13116.17,-3.02,13378.502,13270.7225,13313.706666666669,262.3319999999985,154.55249999999978,197.5366666666669,122000.0,-0.4139999999999998,3066.01,0.61,3056.156,3043.659,3033.239833333333,-9.85400000000027,-22.351000000000116,-32.77016666666714,123000.0,0.3480000000000007,2,3,3,3,3,3,41,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119.99999999999999,119.31428571428572
347700,12500.0,500.0,12500.0,9776917.0,25000.0,2021,2665429.0,-3657770.0,-9308742.0,131.92,-0.63,132.54000000000002,133.40699999999998,135.6395,0.620000000000033,1.4869999999999948,3.7195000000000102,-0.1759999999999998,54331.0,0.48,56386.8,55340.64,47443.11,2055.800000000003,1009.6399999999994,-6887.889999999999,-1.1460000000000012,20.3,7.52,20.188,23.0475,23.459333333333333,-0.1120000000000018,2.7474999999999987,3.1593333333333327,0.8220000000000004,1132.9,0.61,1127.396,1127.476,1110.9223333333332,-5.504000000000133,-5.423999999999978,-21.97766666666689,0.068,57.76,-6.16,61.066,63.0245,57.63133333333334,3.3059999999999974,5.264500000000005,-0.1286666666666605,-2.201999999999999,1725.1,-0.75,1732.9,1727.87,1806.1733333333327,7.800000000000182,2.770000000000209,81.07333333333327,-0.0680000000000001,2.508,-2.87,2.5268,2.66235,2.7418666666666667,0.0188000000000001,0.15435,0.2338666666666666,-0.4060000000000002,13227.7,-1.12,13292.37,13218.1105,13338.688833333335,64.67000000000007,-9.589500000001864,110.9888333333347,119000.0,-0.3499999999999998,3004.74,-1.01,3038.648,3033.944,3045.8810000000003,33.90800000000036,29.20400000000018,41.14100000000053,133000.0,-0.4059999999999992,1,3,3,3,3,3,63,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107.49999999999999,102.97142857142856
289220,15400.0,500.0,11000.0,9427965.0,10709.0,2021,15535548.0,-1356063.0,-1506711.0,132.09,0.13,132.31199999999998,133.2535,135.5405,0.22199999999998,1.163499999999999,3.450500000000005,-0.1719999999999998,52347.2,-3.65,55241.44,55539.6,47780.58,2894.240000000005,3192.400000000001,-4566.620000000003,-2.026000000000001,21.2,4.43,20.582,23.0405,23.45383333333333,-0.6179999999999986,1.8405000000000025,2.2538333333333327,2.274,1134.9,0.18,1130.134,1128.8575,1111.7103333333334,-4.766000000000076,-6.042500000000018,-23.189666666666653,0.242,61.18,5.92,60.38199999999999,62.9225,57.842333333333336,-0.7980000000000089,1.7424999999999995,-3.337666666666664,-0.9559999999999992,1733.2,0.47,1734.1199999999997,1724.6350000000002,1803.6783333333333,0.919999999999618,-8.564999999999827,70.47833333333324,0.0699999999999998,2.518,0.4,2.5248,2.64555,2.741516666666667,0.0068000000000001,0.1275500000000002,0.2235166666666672,-0.0600000000000002,12961.89,-2.01,13179.708000000002,13186.3065,13341.308166666666,217.8180000000029,224.4165000000012,379.4181666666664,119000.0,-0.8319999999999996,2996.35,-0.28,3028.418,3030.257,3050.258833333333,32.06800000000021,33.90700000000015,53.90883333333295,97843.0,-0.3339999999999992,1,3,3,3,3,3,65,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115.93333333333332,103.9857142857143
