(단위 : 천원),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),,영업이익,,당기순이익,
,,,(재무),(재무),,,,,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
나우IB,293580,2018-10-04,2022,12월,기타 금융업,"122,571,604","28,835,859","93,735,745","20,367,858",-27,"11,111,930",-31,"8,301,533",-34
하나제약,293480,2018-10-02,2022,12월,의약품 제조업,"345,964,556","77,567,636","268,396,921","210,844,992",7,"31,170,755",-13,"24,307,179",-13
크리스에프앤씨,110790,2018-10-01,2022,12월,봉제의복 제조업,"582,187,895","261,693,240","320,494,656","376,471,576",0,"80,810,100",-7,"29,599,930",-57
지티지웰니스,219750,2018-09-21,2022,12월,의료용 기기 제조업,"35,035,384","30,816,952","4,218,432","5,946,311",-57,"-8,916,297",11,"-13,175,072",-28
더블유에스아이,299170,2018-09-21,2022,12월,생활용품 도매업,"57,215,839","19,386,276","37,829,563","27,128,845",-2,"3,766,699",-39,"4,399,677",-41
우진아이엔에스,010400,2018-09-14,2022,12월,건물설비 설치 공사업,"111,629,129","18,020,495","93,608,634","84,045,560",-6,"-5,540,012",17,"-3,326,352",-3
명성티엔에스,257370,2018-09-13,2022,12월,특수 목적용 기계 제조업,"48,835,385","32,921,718","15,913,667","6,217,222",-46,"-5,914,319",-29,"-7,149,077",-47
엔피,291230,2018-09-13,2022,12월,기타 사업지원 서비스업,"36,557,140","4,365,454","32,191,686","22,468,658",4,"196,137",-89,"252,042",102
엔솔바이오사이언스,140610,2018-09-10,2022,12월,자연과학 및 공학 연구개발업,"13,126,217","18,934,143","-5,807,926","859,515",133,"-8,139,142",-2,"-4,914,569",49
디지캡,197140,2018-09-07,2022,12월,소프트웨어 개발 및 공급업,"48,492,857","6,770,777","41,722,080","13,146,240",-19,"-35,831",-113,"-39,858",88
지니틱스,303030,2018-08-30,2022,12월,반도체 제조업,"30,932,826","9,064,218","21,868,608","27,611,139",-28,"-5,228,689",-425,"-9,064,827","-8,483"
액트로,290740,2018-08-28,2022,12월,전자부품 제조업,"70,210,546","6,528,319","63,682,228","30,119,262",2,"-2,222,818","-2,245","-6,062,581",-255
오파스넷,173130,2018-08-24,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","119,327,481","83,959,002","35,368,480","170,157,975",39,"8,503,159",46,"6,069,232",-3
에이피티씨,089970,2018-08-23,2022,12월,특수 목적용 기계 제조업,"157,040,421","38,543,961","118,496,460","141,385,258",-20,"33,065,888",-41,"29,913,185",-34
바이오솔루션,086820,2018-08-20,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"91,730,551","47,955,452","43,775,099","10,101,643",-14,"-5,288,830",-236,"-8,087,232",-380
더콘텐츠온,302920,2018-08-13,2022,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","31,067,843","20,451,803","10,616,040","21,473,919",-19,"832,583",-31,"-3,221,874",-658
대유,290380,2018-08-10,2022,12월,"비료, 농약 및 살균, 살충제 제조업","142,019,438","35,830,314","106,189,124","35,354,062",-2,"4,518,664",-29,"-17,945,199",-377
엔케이맥스,262760,2018-08-09,-,-,의약품 제조업,0,0,0,0,0,0,0,0,0
디아이티,110990,2018-08-07,2022,12월,특수 목적용 기계 제조업,"255,796,252","76,836,083","178,960,169","132,864,968",74,"5,562,952",191,"9,294,945",683
에스에스알,275630,2018-08-06,2022,12월,소프트웨어 개발 및 공급업,"31,529,002","3,689,547","27,839,455","12,509,384",17,"2,386,211",46,"1,897,480",15
한일시멘트,300720,2018-08-06,2022,12월,"시멘트, 석회, 플라스터 및 그 제품 제조업","1,920,187,832","578,102,236","1,342,085,595","1,059,617,234",16,"81,393,435",-7,"65,472,999",-3
휴네시온,290270,2018-08-02,2022,12월,소프트웨어 개발 및 공급업,"41,693,544","6,317,577","35,375,967","29,691,915",16,"3,084,955",2,"-5,195,918",-135
티웨이항공,091810,2018-08-01,2022,12월,항공 여객 운송업,"1,041,482,038","985,004,846","56,477,192","525,949,563",145,"-104,957,008",29,"-119,770,810",22
롯데정보통신,286940,2018-07-27,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","796,902,543","355,236,656","441,665,887","990,140,023",8,"41,107,703",0,"23,843,752",-32
한국유니온제약,080720,2018-07-26,2022,12월,의약품 제조업,"114,929,966","63,756,035","51,173,930","61,293,490",26,"1,844,727",118,"-369,647",96
그리티,204020,2018-07-23,2022,12월,봉제의복 제조업,"73,706,053","8,429,529","65,276,524","139,574,005",34,"1,879,840",127,"1,026,224",109
알로이스,297570,2018-07-20,2022,12월,통신 및 방송 장비 제조업,"41,599,536","10,345,495","31,254,041","28,744,200",-21,"4,297,760",-38,"6,084,691",10
올릭스,226950,2018-07-18,2022,12월,자연과학 및 공학 연구개발업,"130,717,725","63,188,531","67,529,195","9,490,673",153,"-22,649,810",9,"-19,991,318",33
효성화학,298000,2018-07-13,2022,12월,기초 화학물질 제조업,"1,922,600,254","1,407,683,457","514,916,797","2,287,412,310",8,"-104,291,684",-154,"-95,153,519",-173
테크트랜스,258050,2018-07-13,2022,12월,기타 금속 가공제품 제조업,"2,035,769","107,865","1,927,904","131,134",-25,"-1,283,968",-24,"-1,361,828",-28
효성티앤씨,298020,2018-07-13,2022,12월,화학섬유 제조업,"1,677,616,350","845,718,444","831,897,906","5,364,505,670",17,"178,825,560",-44,"289,706,110",5
효성중공업,298040,2018-07-13,2022,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","3,486,219,180","2,391,547,384","1,094,671,796","2,589,772,104",9,"125,375,721",0,"50,430,363",-34
효성첨단소재,298050,2018-07-13,2022,12월,화학섬유 제조업,"1,354,651,786","616,821,573","737,830,213","858,081,181",-10,"96,465,703",22,"212,549,126",39
아이큐어,175250,2018-07-12,2022,12월,의약품 제조업,"203,799,950","107,870,206","95,929,745","34,300,236",-6,"-23,230,782",12,"-39,439,094",-26
SV인베스트먼트,289080,2018-07-06,2022,03월,기타 금융업,"78,418,017","9,370,188","69,047,829","31,494,931",6,"13,814,938",25,"10,707,304",20
엘리비젼,276240,2018-07-05,2022,12월,영상 및 음향기기 제조업,"834,592","3,185,021","-2,350,429","3,320,682",-18,"-477,701",29,"-528,604",15
지앤이헬스케어,299480,2018-06-29,2022,12월,기타 섬유제품 제조업,"8,288,507","3,099,486","5,189,022","3,784,212",-24,"-268,330",56,"-458,202",51
EDGC,245620,2018-06-26,2022,12월,자연과학 및 공학 연구개발업,"139,377,898","101,725,871","37,652,027","63,286,059",-18,"-10,860,424",29,"-25,187,818",-27
에스엠비나,299670,2018-06-25,2022,12월,봉제의복 제조업,"13,004,618","1,252,540","11,752,078",0,0,"-2,043,754","-1,575","-3,095,499","-2,680"
HDC현대산업개발,294870,2018-06-12,2022,12월,건물 건설업,"7,073,844,464","4,098,482,728","2,975,361,736","3,283,542,070",-4,"110,039,015",-68,"36,587,869",-84
카이노스메드,284620,2018-06-08,2022,12월,자연과학 및 공학 연구개발업,"34,030,155","7,920,918","26,109,237","130,024",-96,"-8,179,479",-38,"-14,653,987",0
파워넷,037030,2018-06-07,2022,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","143,158,231","50,207,723","92,950,508","211,087,434",1,"8,333,992",16,"5,233,738",52
카나리아바이오,016790,2018-06-01,2022,12월,동물용 사료 및 조제식품 제조업,"226,738,041","208,426,338","18,311,702","158,095,623",43,"3,959,886",216,"-306,810,881",888
세종메디칼,258830,2018-05-29,2022,12월,의료용 기기 제조업,"138,199,623","111,531,148","26,668,475","16,082,925",7,"-1,799,952",-166,"-92,107,403","-2,971"
제노레이,122310,2018-05-28,2022,12월,의료용 기기 제조업,"104,625,799","17,985,461","86,640,337","79,812,274",13,"15,549,677",13,"14,581,874",10
디피코,163430,2018-05-16,2022,12월,자동차 차체 및 트레일러 제조업,"37,979,276","54,630,313","-16,651,037","12,695,389",-1,"-15,142,872",13,"-11,749,825",65
한국제7호스팩,291210,2018-05-11,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
다이노나,086080,2018-05-08,-,-,자연과학 및 공학 연구개발업,0,0,0,0,0,0,0,0,0
제이시스메디칼,287410,2018-05-08,2022,12월,의료용 기기 제조업,"103,198,164","26,088,081","77,110,083","111,632,936",39,"32,004,944",44,"26,347,554",99
에스제이켐,217910,2018-04-27,2022,12월,기초 화학물질 제조업,"15,660,478","11,857,711","3,802,767","10,692,409",9,"-281,581",77,"-701,051",55
JTC,950170,2018-04-06,2022,02월,종합 소매업,"263,378,116","229,023,050","34,355,066","12,658,478",-13,"-90,151,282",7,"-92,111,975",10
네오셈,253590,2018-04-04,2022,12월,특수 목적용 기계 제조업,"93,443,458","38,456,331","54,987,127","73,174,511",111,"7,406,094",168,"8,995,294",129
케어랩스,263700,2018-03-28,2022,12월,광고업,"162,677,896","65,035,726","97,642,170","44,798,292",-18,"-271,056",-106,"-18,429,134",-893
애경산업,018250,2018-03-22,2022,12월,기타 화학제품 제조업,"477,316,913","117,171,080","360,145,833","589,759,237",3,"37,545,912",53,"16,498,602",8
유네코,064510,2018-03-15,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
린드먼아시아,277070,2018-03-14,2022,12월,신탁업 및 집합투자업,"55,371,135","755,622","54,615,513","8,190,553",-39,"4,437,147",-38,"3,494,825",-33
오스테오닉,226400,2018-02-22,2022,12월,의료용 기기 제조업,"61,420,928","24,826,106","36,594,822","19,597,414",25,"2,786,211",380,"927,271",132
엔지켐생명과학,183490,2018-02-21,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"246,837,553","45,401,805","201,435,749","26,637,631",15,"-14,498,802",30,"-24,918,899",11
동구바이오제약,006620,2018-02-13,2022,12월,의약품 제조업,"171,003,306","68,897,546","102,105,761","194,434,109",25,"18,021,784",101,"6,613,932",-29
아시아종묘,154030,2018-02-12,2022,09월,작물 재배업,"42,872,991","19,275,613","23,597,378","23,235,672",-3,"-1,682,218",-181,"-688,497",24
알리코제약,260660,2018-02-12,2022,12월,의료용품 및 기타 의약 관련제품 제조업,"153,536,155","64,990,036","88,546,119","167,737,122",19,"9,863,878",105,"8,034,260",63
셀트리온,068270,2018-02-09,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"5,571,483,130","1,401,534,327","4,169,948,803","1,937,469,297",19,"618,890,773",-13,"511,383,102",-11
카페24,042000,2018-02-08,2022,12월,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업","262,948,225","117,070,957","145,877,267","200,404,503",2,"-18,575,515",-93,"-39,573,526",-123
링크제니시스,219420,2018-02-05,2022,12월,소프트웨어 개발 및 공급업,"44,793,472","3,059,339","41,734,133","14,471,903",-4,"3,609,837",-15,"1,860,517",-54
배럴,267790,2018-02-01,2022,12월,봉제의복 제조업,"47,474,782","17,000,214","30,474,568","36,936,333",80,"-1,984,812",66,"-5,908,294",15
SG,255220,2018-01-26,2022,12월,기타 비금속 광물제품 제조업,"182,010,671","111,934,171","70,076,500","59,274,930",26,"1,379,713",285,"2,668,784",123
씨앤지하이테크,264660,2018-01-25,2022,12월,특수 목적용 기계 제조업,"154,723,801","61,261,869","93,461,932","192,780,700",90,"25,444,349",247,"16,873,860",239
쿠쿠홈시스,284740,2018-01-11,2022,12월,개인 및 가정용품 임대업,"761,133,055","116,041,955","645,091,100","691,580,207",14,"99,955,621",24,"116,344,338",87
SK케미칼,285130,2018-01-05,2022,12월,합성고무 및 플라스틱 물질 제조업,"1,810,477,193","690,879,147","1,119,598,046","1,256,030,179",14,"107,526,937",30,"69,270,430",-77
시스웍,269620,2017-12-26,2022,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","74,973,818","39,583,356","35,390,462","24,671,805",43,"-13,197,901",33,"-8,070,520",79
TS트릴리온,284610,2017-12-22,-,-,기타 화학제품 제조업,0,0,0,0,0,0,0,0,0
한국제6호스팩,281410,2017-12-21,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
라이프사이언스테크놀로지,285770,2017-12-21,2022,12월,소프트웨어 개발 및 공급업,"1,849,373","2,015,527","-166,155","1,477,664",22,"-580,826",10,"-500,158",16
디바이스이엔지,187870,2017-12-20,2022,12월,특수 목적용 기계 제조업,"168,455,513","33,906,597","134,548,916","72,739,750",-41,"13,353,160",-62,"11,069,457",-64
바이오시네틱스,281310,2017-12-15,2022,12월,자연과학 및 공학 연구개발업,"640,646","940,790","-300,144","766,640",34,"-431,209",60,"-434,194",59
씨알푸드,236030,2017-12-14,2022,12월,"곡물가공품, 전분 및 전분제품 제조업","17,985,056","16,316,232","1,668,824","18,406,301",17,"-1,664,785",-15,"-3,671,205",-121
휴럼,284420,2017-12-12,-,-,기타 식품 제조업,0,0,0,0,0,0,0,0,0
레이크머티리얼즈,281740,2017-12-12,2022,12월,기타 화학제품 제조업,"186,966,079","100,938,671","86,027,409","131,411,392",61,"35,046,059",68,"27,030,093",49
BGF리테일,282330,2017-12-08,2022,12월,종합 소매업,"2,857,090,834","1,925,834,121","931,256,713","7,577,772,993",12,"249,222,456",26,"190,700,183",30
진에어,272450,2017-12-08,2022,12월,항공 여객 운송업,"771,895,322","662,850,264","109,045,059","593,428,498",140,"-67,279,708",63,"-49,412,670",63
동양피스톤,092780,2017-12-08,2022,12월,자동차용 엔진 및 자동차 제조업,"284,313,689","178,205,043","106,108,646","323,352,648",9,"4,278,793",-30,"-2,354,916",-184
씨티케이,260930,2017-12-07,2022,12월,기타 화학제품 제조업,"188,074,878","14,671,356","173,403,522","51,764,935",-36,"-3,335,283",-451,"-13,564,542",-520
메카로,241770,2017-12-06,2022,12월,기타 화학제품 제조업,"216,754,474","25,016,010","191,738,464","53,306,184",12,"6,580,589",-2,"43,680,041",489
에스트래픽,234300,2017-12-05,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","168,496,504","102,318,584","66,177,920","109,595,165",-2,"10,363,024",48,"26,408,765",272
케이씨텍,281820,2017-12-05,2022,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","483,313,332","57,327,965","425,985,367","378,192,950",9,"60,336,561",15,"55,385,939",32
체리부로,066360,2017-12-04,2022,12월,"도축, 육류 가공 및 저장 처리업","197,364,999","126,817,861","70,547,138","482,377,242",31,"9,780,734",123,"14,921,301",152
대원,007680,2017-12-01,2022,12월,건물 건설업,"490,777,928","158,621,037","332,156,891","337,318,877",30,"21,273,406",-22,"21,308,279",27
비즈니스온,138580,2017-11-30,2022,12월,소프트웨어 개발 및 공급업,"85,851,313","21,358,845","64,492,468","20,033,137",9,"6,190,403",-4,"11,963,258",181
동아타이어,282690,2017-11-29,2022,12월,고무제품 제조업,"455,083,382","77,689,901","377,393,482","201,504,926",12,"20,813,521",44,"23,064,473",38
삼양패키징,272550,2017-11-29,2022,12월,플라스틱제품 제조업,"642,309,324","281,204,132","361,105,192","407,352,726",3,"23,762,623",-48,"12,162,122",-59
한화에이스스팩4호,279410,2017-11-27,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
스튜디오드래곤,253450,2017-11-24,2022,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","1,058,018,317","422,277,620","635,740,697","619,907,532",36,"55,844,781",5,"42,726,762",14
IBKS제7호스팩,276920,2017-11-10,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
비디아이,148140,2017-11-09,2022,12월,일반 목적용 기계 제조업,"54,073,024","141,755,323","-87,682,299","12,948,838",-83,"-60,530,286",-150,"-65,890,760",-66
코오롱티슈진,950160,2017-11-06,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"109,889,896","18,401,164","91,488,732","9,456,043",136,"-16,303,104",65,"-11,136,212",76
EMB,278990,2017-10-31,2022,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","26,067,808","14,161,434","11,906,374","22,552,743",2,"1,090,165",-3,"-1,276,212",-214
테이팩스,055490,2017-10-31,2022,12월,플라스틱제품 제조업,"136,133,552","44,833,578","91,299,975","179,753,809",18,"24,450,342",24,"20,467,189",13
롯데웰푸드,280360,2017-10-30,2022,12월,기타 식품 제조업,"3,758,489,001","1,736,640,152","2,021,848,848","2,443,855,289",58,"80,897,560",-2,"18,708,119",-38
탑선,180060,2017-10-27,2022,12월,기타 전기장비 제조업,"217,032,800","124,412,651","92,620,149","123,272,280",-16,"21,994,692",11,"7,723,447",-30
영화테크,265560,2017-10-26,2022,12월,자동차 신품 부품 제조업,"84,411,916","24,779,685","59,632,230","47,301,448",24,"3,124,306",43,"6,609,579",172
폴라리스세원,234100,2017-10-20,2022,12월,자동차 신품 부품 제조업,"171,644,282","35,707,034","135,937,248","79,419,243",29,"2,585,227",197,"2,525,479",-55
신한제4호스팩,277480,2017-10-20,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
상신전자,263810,2017-10-16,2022,12월,전자부품 제조업,"64,847,520","26,397,829","38,449,691","104,011,192",7,"408,057",-50,"-273,157",-117
야스,255440,2017-09-29,2022,12월,특수 목적용 기계 제조업,"212,383,462","53,294,055","159,089,407","54,730,013",10,"-2,885,924",-302,"-845,462",-140
인산가,277410,2017-09-29,2022,12월,기타 식품 제조업,"83,774,910","34,232,374","49,542,536","33,412,428",-13,"4,445,367",-39,"3,579,076",-37
휴엠앤씨,263920,2017-09-28,2022,12월,그외 기타 제품 제조업,"44,191,550","15,613,059","28,578,492","28,168,544",125,"749,687",146,"-331,786",93
신흥에스이씨,243840,2017-09-27,2022,12월,일차전지 및 축전지 제조업,"424,404,400","159,815,870","264,588,530","187,933,050",2,"6,317,072",-18,"8,707,095",-17
유티아이,179900,2017-09-27,2022,12월,전자부품 제조업,"90,837,118","61,754,615","29,082,503","3,864,698",-75,"-21,550,019",-80,"-28,876,154",-307
엠플러스,259630,2017-09-20,2022,12월,특수 목적용 기계 제조업,"321,264,113","265,016,779","56,247,334","116,611,604",52,"-10,025,187",28,"-15,374,778",-90
