시장구분,회사명,종목코드,신고서제출일,수요예측일정,청약일정,납입일,상장예정일,상장일,주관사,주요제품,상장유형,증권구분,업종_x,국적,공모금액(백만원),액면가 (원),공모가 (원),최초상장주식수 (주),상장일시가,공모가등락률,상장일종가,상장일등락률,1개월주가,1개월등락률,3개월주가,3개월등락률,6개월주가,6개월등락률,1년주가,1년등락률,report_year,매출액,영업이익,당기순이익
코스닥 상장추진,포바이포,389140,2022-03-22,2022-04-14,2022-04-19,2022-04-22,2022-04-28,2022-04-28,미래에셋증권 주식회사,광고영화 및 비디오물 제작업,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,30174.0,500.0,17000.0,10224235.0,34000.0,100.0,44200.0,160.0,25450.0,49.7,23750.0,39.7,11200.0,-34.1,15150.0,-10.9,2022,22276035.0,4013970.0,3763917.0
코스닥 상장추진,세아메카닉스,396300,2022-02-11,2022-03-10,2022-03-15,2022-03-18,2022-03-24,2022-03-24,신한투자증권 주식회사,"TV스탠드, 전기 수소차 부품 등",신규상장,주권,기타 금속 가공제품 제조업,대한민국,29260.0,100.0,4400.0,26489500.0,8800.0,100.0,7600.0,72.7,6970.0,58.4,8480.0,92.7,7300.0,65.9,5230.0,18.9,2022,104796481.0,5311395.0,6200991.0
코스닥 상장추진,공구우먼,366030,2022-02-10,2022-03-07,2022-03-14,2022-03-17,2022-03-23,2022-03-23,미래에셋증권 주식회사,플러스사이즈 여성용 의류 및 잡화,신규상장,주권,"섬유, 의복, 신발 및 가죽제품 소매업",대한민국,22400.0,100.0,20000.0,3672100.0,3604.0,8.0,3337.0,0.0,6123.0,83.5,14683.0,340.0,9370.0,180.8,10100.0,202.7,2022,47319808.0,10327067.0,8764033.0
코스닥 상장추진,유일로보틱스,388720,2022-01-28,2022-02-24,2022-03-07,2022-03-11,2022-03-18,2022-03-18,한국투자증권㈜,"취출로봇, 사출장비 및 자동화시스템",신규상장,주권,특수 목적용 기계 제조업,대한민국,21500.0,500.0,10000.0,8580846.0,20000.0,100.0,26000.0,160.0,23700.0,137.0,22250.0,122.5,29950.0,199.5,27700.0,177.0,2022,35052241.0,2941100.0,3574180.0
코스닥 상장추진,지투파워,388050,2022-01-26,2022-03-17,2022-03-22,2022-03-25,2022-04-01,2022-04-01,"한국투자증권㈜,KB증권㈜","수·배전반, 태양광발전시스템, 인버터(PCS)",신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,14514.0,500.0,16400.0,3686835.0,6639.0,100.0,7135.0,114.9,4433.0,33.5,7935.0,139.0,7560.0,127.7,9700.0,192.2,2022,37374928.0,2967924.0,539014.0
코스닥 상장추진,모아데이타,288980,2022-01-25,2022-02-21,2022-02-25,2022-03-03,2022-03-10,2022-03-10,하나증권주식회사,인공지능 기반 ICT 시스템 이상탐지 및 예측 솔루션,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,16000.0,500.0,20000.0,5361072.0,3001.0,-10.0,2676.0,-19.8,2476.0,-25.7,2092.0,-37.3,2185.0,-34.5,5210.0,56.2,2022,19642516.0,2709732.0,1083407.0
코스닥 상장추진,비씨엔씨,146320,2022-01-20,2022-02-16,2022-02-21,2022-02-24,2022-03-03,2022-03-03,엔에이치투자증권주식회사,반도체용 합성쿼츠 포커스링,신규상장,주권,반도체 제조업,대한민국,32500.0,500.0,13000.0,12367923.0,26000.0,100.0,22600.0,73.8,20150.0,55.0,20900.0,60.8,19250.0,48.1,16010.0,23.2,2022,62541798.0,8711955.0,7197317.0
코스닥 상장추진,노을,376930,2022-01-19,2022-02-15,2022-02-21,2022-02-24,2022-03-03,2022-03-03,"한국투자증권㈜,삼성증권㈜",융복합 체외진단 플랫폼,신규상장,주권,의료용 기기 제조업,대한민국,15000.0,500.0,10000.0,10425050.0,9670.0,-3.3,9210.0,-7.9,7570.0,-24.3,6360.0,-36.4,6980.0,-30.2,7200.0,-28.0,2022,1475309.0,-11423071.0,-12315478.0
코스닥 상장추진,풍원정밀,371950,2022-01-11,2022-02-10,2022-02-17,2022-02-22,2022-02-28,2022-02-28,대신증권㈜,OLED 증착용 Metal Mask,신규상장,주권,전자부품 제조업,대한민국,45600.0,500.0,15200.0,21040488.0,20200.0,32.9,21450.0,41.1,17400.0,14.5,19000.0,25.0,17550.0,15.5,10260.0,-32.5,2022,39431184.0,3064765.0,2844609.0
코스닥 상장추진,퓨런티어,370090,2022-01-07,2022-02-07,2022-02-14,2022-02-17,2022-02-23,2022-02-23,"신한투자증권 주식회사,유안타증권㈜","전장카메라모듈장비, 모바일카메라모듈장비, PC및 광원",신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,24000.0,500.0,15000.0,7965980.0,30000.0,100.0,31200.0,108.0,20600.0,37.3,21900.0,46.0,26550.0,77.0,21350.0,42.3,2022,22171956.0,1219720.0,2641796.0
코스닥 상장추진,스톤브릿지벤처스,330730,2022-01-07,2022-02-09,2022-02-15,2022-02-18,2022-02-25,2022-02-25,"KB증권㈜,삼성증권㈜","창업투자, 사모투자",신규상장,주권,기타 금융업,대한민국,32400.0,500.0,8000.0,17878830.0,7200.0,-10.0,6510.0,-18.6,7020.0,-12.3,6670.0,-16.6,6100.0,-23.8,5550.0,-30.6,2022,42411460.0,0.0,22377888.0
코스닥 상장추진,브이씨,365900,2022-01-07,2022-02-10,2022-02-15,2022-02-18,2022-02-24,2022-02-24,한국투자증권㈜,골프용 거리측정기,신규상장,주권,운동 및 경기용구 제조업,대한민국,15000.0,500.0,15000.0,6987800.0,17400.0,16.0,15350.0,2.3,12150.0,-19.0,12550.0,-16.3,10800.0,-28.0,7840.0,-47.7,2022,48096362.0,7554590.0,6412164.0
코스닥 상장추진,바이오에프디엔씨,251120,2021-12-29,2022-01-24,2022-02-09,2022-02-14,2022-02-21,2022-02-21,DB금융투자주식회사,식물세포 유래 유효물질 및 약리물질,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,36400.0,500.0,28000.0,8695700.0,25200.0,-10.0,22200.0,-20.7,19350.0,-30.9,22650.0,-19.1,24050.0,-14.1,18040.0,-35.6,2021,8639743.0,2924747.0,2461424.0
코스닥 상장추진,아셈스,136410,2021-12-24,2022-01-17,2022-01-24,2022-01-27,2022-02-07,2022-02-07,한국투자증권㈜,핫멜트 접착 필름,신규상장,주권,플라스틱제품 제조업,대한민국,16000.0,500.0,8000.0,11019106.0,16000.0,0.0,13500.0,0.0,11200.0,0.0,16100.0,0.0,15050.0,0.0,12310.0,0.0,2021,25756511.0,2960156.0,-183676.0
코스닥 상장추진,이지트로닉스,377330,2021-12-22,2022-01-13,2022-01-20,2022-01-25,2022-02-04,2022-02-04,엔에이치투자증권주식회사,전력변환장치,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,43560.0,500.0,22000.0,7965454.0,23450.0,6.6,25500.0,15.9,17200.0,-21.8,20900.0,-5.0,14700.0,-33.2,10800.0,-50.9,2021,15348581.0,2829540.0,3552098.0
코스닥 상장추진,스코넥,276040,2021-12-20,2022-01-13,2022-01-20,2022-01-25,2022-02-04,2022-02-04,신영증권㈜,"XR 교육/훈련 시스템, VR 게임 콘텐츠 등",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,28942.0,500.0,13000.0,12072009.0,26000.0,100.0,24450.0,88.1,22050.0,69.6,16200.0,24.6,12700.0,-2.3,14250.0,9.6,2021,4558263.0,-5437105.0,-8971051.0
코스닥 상장추진,나래나노텍,137080,2021-12-17,2022-01-17,2022-01-24,2022-01-27,2022-02-08,2022-02-08,미래에셋증권 주식회사,"디스플레이 장비 (포토, 코팅, 모듈 장비)",신규상장,주권,특수 목적용 기계 제조업,대한민국,54250.0,500.0,17500.0,11059422.0,15750.0,-10.0,13900.0,-20.6,12800.0,-26.9,12300.0,-29.7,9440.0,-46.1,7800.0,-55.4,2021,82804670.0,5659900.0,2272633.0
코스닥 상장추진,케이옥션,102370,2021-12-14,2022-01-06,2022-01-12,2022-01-17,2022-01-24,2022-01-24,신영증권㈜,미술품 경매 및 판매,신규상장,주권,상품 중개업,대한민국,32000.0,500.0,20000.0,8909420.0,13339.0,100.0,17340.0,160.0,8170.0,22.5,9621.0,44.3,10300.0,54.4,4685.0,-29.8,2021,22885348.0,455273.0,-2821429.0
유가증권 상장추진,LG에너지솔루션,373220,2021-12-07,2022-01-11,2022-01-18,2022-01-21,2022-01-27,2022-01-27,"KB증권㈜,모건스탠리 인터내셔날증권회사 서울지점","2차전지 (소형,ESS,자동차전지)",신규상장,주권,일차전지 및 축전지 제조업,대한민국,12750000.0,500.0,300000.0,234000000.0,597000.0,99.0,505000.0,68.3,412000.0,37.3,418000.0,39.3,391000.0,30.3,458000.0,52.7,2021,632954000.0,-509130000.0,-377980000.0
코스닥 상장추진,오토앤,353590,2021-11-16,2022-01-05,2022-01-11,2022-01-14,2022-01-20,2022-01-20,미래에셋증권 주식회사,자동차 지급품 및 애프터마켓 제품,신규상장,주권,자동차 부품 및 내장품 판매업,대한민국,15251.0,500.0,5300.0,12875570.0,8800.0,66.0,11400.0,115.1,15350.0,189.6,18500.0,249.1,11950.0,125.5,11200.0,111.3,2021,49437277.0,4753860.0,3444453.0
코스닥 상장추진,알비더블유,361570,2021-10-14,2021-11-05,2021-11-11,2021-11-16,2021-11-22,2021-11-22,미래에셋증권 주식회사,음반 및 음원 등(콘텐츠),신규상장,주권,오디오물 출판 및 원판 녹음업,대한민국,26814.0,500.0,21400.0,7930590.0,42800.0,100.0,38950.0,82.0,27950.0,30.6,19000.0,-11.2,17200.0,-19.6,12500.0,-41.6,2021,35406268.0,8731949.0,4508116.0
코스닥 상장추진,피코그램,376180,2021-10-08,2021-10-19,2021-10-25,2021-10-28,2021-11-03,2021-11-03,IBK투자증권㈜,"정수기, 정수기 필터",신규상장,주권,그외 기타 제품 제조업,대한민국,12500.0,100.0,12500.0,3061578.0,4276.0,100.0,3181.0,48.8,2335.0,9.2,2839.0,32.8,3173.0,48.4,7140.0,234.0,2021,24411827.0,3185314.0,2169333.0
코스닥 상장추진,트윔,290090,2021-10-08,2021-11-02,2021-11-08,2021-11-11,2021-11-17,2021-11-17,대신증권㈜,AI 기반 스마트팩토리 검사 소프트웨어 및 설비,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,26840.0,500.0,22000.0,7254894.0,44000.0,100.0,41100.0,86.8,30000.0,36.4,20200.0,-8.2,17350.0,-21.1,13800.0,-37.3,2021,18259561.0,2590572.0,2910158.0
코스닥 상장추진,지오엘리먼트,311320,2021-10-05,2021-10-28,2021-11-02,2021-11-05,2021-11-11,2021-11-11,엔에이치투자증권주식회사,"센서, 캐니스터",신규상장,주권,전자부품 제조업,대한민국,15470.0,500.0,10000.0,6193410.0,10022.0,100.0,7968.0,59.0,22675.0,352.5,12277.0,145.0,11024.0,120.0,12202.0,143.5,2021,13179767.0,2873815.0,2456821.0
코스닥 상장추진,아이티아이즈,372800,2021-09-29,2021-10-25,2021-11-01,2021-11-04,2021-11-11,2021-11-11,신한투자증권 주식회사,"디지털금융솔루션 제공 및 AI, Big Data 서비스, 클라우드 통합 플랫폼 (GURMWI)",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,25411.0,500.0,14300.0,5776980.0,28600.0,100.0,20050.0,40.2,27650.0,93.4,17500.0,22.4,13400.0,-6.3,8700.0,-39.2,2021,51313533.0,2858893.0,3015119.0
코스닥 상장추진,디어유,376300,2021-09-28,2021-10-25,2021-11-01,2021-11-04,2021-11-10,2021-11-10,한국투자증권㈜,"모바일 어플리케이션(DearU bubble, Lysn)",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,85800.0,500.0,26000.0,20151230.0,52000.0,100.0,66500.0,155.8,70800.0,172.3,54300.0,108.8,45150.0,73.7,25900.0,-0.4,2021,13047733.0,-454001.0,-2249957.0
유가증권 상장추진,카카오페이,377300,2021-09-24,2021-10-20,2021-10-25,2021-10-28,2021-11-03,2021-11-03,"삼성증권㈜,골드만삭스증권 서울지점,제이피모간증권회사 서울지점","간편결제, 간편송금 및 기타 금융서비스",신규상장,주권,금융 지원 서비스업,대한민국,1530000.0,500.0,90000.0,130367125.0,180000.0,100.0,193000.0,114.4,218000.0,142.2,137000.0,52.2,113500.0,26.1,35800.0,-60.2,2021,245556235.0,-5545385.0,-17217531.0
코스닥 상장추진,지니너스,389030,2021-09-23,2021-10-21,2021-10-27,2021-11-01,2021-11-08,2021-11-08,대신증권㈜,"NGS기반 조직생검 암유전체 동반진단(CancerSCAN), 액체생검 암유전체 동반진단(LiquidSCAN), 단일세포분석(Celinus) 등",신규상장,주권,자연과학 및 공학 연구개발업,대한민국,40000.0,500.0,20000.0,10869315.0,6005.0,-10.0,4470.0,-33.0,4220.0,-36.7,3636.0,-45.5,3670.0,-45.0,2430.0,-63.6,2021,3794450.0,-3765002.0,-9151647.0
코스닥 상장추진,엔켐,348370,2021-09-16,2021-10-15,2021-10-21,2021-10-26,2021-11-01,2021-11-01,"신한투자증권 주식회사,대신증권㈜",2차전지 전해액,신규상장,주권,기초 화학물질 제조업,대한민국,95030.0,500.0,42000.0,15107973.0,81600.0,94.3,80000.0,90.5,105900.0,152.1,103000.0,145.2,87000.0,107.1,72100.0,71.7,2021,137185577.0,14663596.0,-2336941.0
코스닥 상장추진,아이패밀리에스씨,114840,2021-09-10,2021-10-12,2021-10-18,2021-10-21,2021-10-28,2021-10-28,삼성증권㈜,"색조화장품 브랜드 `롬앤(Rom&nd)', IT기반 웨딩서비스 브랜드 `아이웨딩`",신규상장,주권,기타 화학제품 제조업,대한민국,20480.0,500.0,25000.0,4120276.0,14325.0,14.6,12700.0,1.6,9875.0,-21.0,8725.0,-30.2,16700.0,33.6,9540.0,-23.7,2021,79218233.0,11628192.0,8747100.0
코스닥 상장추진,지아이텍,382480,2021-09-06,2021-10-05,2021-10-12,2021-10-15,2021-10-21,2021-10-21,미래에셋증권 주식회사,"SLOT DIE, SLIT NOZZLE, REPAIR, 기타",신규상장,주권,특수 목적용 기계 제조업,대한민국,37800.0,500.0,14000.0,7871428.0,5600.0,100.0,7280.0,160.0,5110.0,82.5,5230.0,86.8,3680.0,31.4,3240.0,15.7,2021,17189215.0,5289148.0,4164688.0
코스닥 상장추진,비트나인,357880,2021-09-03,2021-10-25,2021-11-01,2021-11-04,2021-11-10,2021-11-10,하나증권주식회사,"그래프데이터베이스, 그래프분석서비스",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,22781.0,500.0,11000.0,10353956.0,15250.0,38.6,11400.0,3.6,13700.0,24.5,16700.0,51.8,14500.0,31.8,6730.0,-38.8,2021,10986327.0,-724567.0,-10083146.0
유가증권 상장추진,케이카,381970,2021-08-30,2021-09-27,2021-09-30,2021-10-06,2021-10-13,2021-10-13,"엔에이치투자증권주식회사,골드만삭스증권 서울지점",오프라인 및 온라인 중고차 매매업,신규상장,주권,자동차 판매업,대한민국,336606.0,500.0,25000.0,48086533.0,22500.0,-10.0,23000.0,-8.0,25050.0,0.2,30700.0,22.8,33300.0,33.2,15050.0,-39.8,2021,1323113771.0,37698382.0,24129650.0
코스닥 상장추진,씨유테크,376290,2021-08-27,2021-09-23,2021-09-28,2021-10-01,2021-10-08,2021-10-08,대신증권㈜,"휴대폰, 전장 등 실장부품",신규상장,주권,전자부품 제조업,대한민국,31500.0,500.0,6000.0,17657500.0,12000.0,100.0,8400.0,40.0,6880.0,14.7,7280.0,21.3,7890.0,31.5,4280.0,-28.7,2021,18916184.0,945272.0,6114294.0
코스닥 상장추진,아스플로,159010,2021-08-25,2021-09-16,2021-09-27,2021-09-30,2021-10-07,2021-10-07,미래에셋증권 주식회사,"강관, 피팅, 밸브류 등",신규상장,주권,일반 목적용 기계 제조업,대한민국,15750.0,500.0,25000.0,4444913.0,12005.0,44.0,9454.0,13.4,8187.0,-1.8,7937.0,-4.8,7286.0,-12.6,7350.0,-11.8,2021,44784379.0,4852731.0,6964480.0
코스닥 상장추진,원준,382840,2021-08-24,2021-09-15,2021-09-27,2021-09-30,2021-10-07,2021-10-07,엔에이치투자증권주식회사,2차전지용 열처리 장비,신규상장,주권,특수 목적용 기계 제조업,대한민국,65312.0,100.0,65000.0,5020191.0,34029.0,56.9,29024.0,33.8,32594.0,50.3,33595.0,54.9,34863.0,60.8,23100.0,6.5,2021,28986104.0,6025430.0,3395968.0
코스닥 상장추진,프롬바이오,377220,2021-08-19,2021-09-09,2021-09-14,2021-09-17,2021-09-28,2021-09-28,엔에이치투자증권주식회사,개별인정형 건강기능식품,신규상장,주권,기타 식품 제조업,대한민국,43200.0,100.0,18000.0,13835000.0,19250.0,6.9,19850.0,10.3,14300.0,-20.6,10400.0,-42.2,9170.0,-49.1,7140.0,-60.3,2021,108044581.0,21052533.0,-7812780.0
코스닥 상장추진,실리콘투,257720,2021-08-18,2021-09-09,2021-09-14,2021-09-17,2021-09-29,2021-09-29,"미래에셋증권 주식회사,삼성증권㈜",화장품 유통,신규상장,주권,상품 종합 도매업,대한민국,44989.0,500.0,27200.0,10024764.0,6417.0,41.6,4833.0,6.6,3392.0,-25.2,3233.0,-28.7,2967.0,-34.5,2215.0,-51.1,2021,93491685.0,7154146.0,4632237.0
코스닥 상장추진,바이오플러스,099430,2021-08-17,2021-09-08,2021-09-13,2021-09-16,2021-09-27,2021-09-27,키움증권㈜,"생체재료 개질 기술을 사용한 히알루론산(HA) 기반 더말필러, 유착방지제 및 그 응용제품",신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,44100.0,500.0,31500.0,13910746.0,9885.0,25.4,8121.0,3.0,6294.0,-20.2,6569.0,-16.7,6744.0,-14.5,8459.0,7.3,2021,24220106.0,9840331.0,7824661.0
코스닥 상장추진,차백신연구소,261780,2021-08-09,2021-10-05,2021-10-12,2021-10-15,2021-10-22,2021-10-22,삼성증권㈜,백신 및 면역증강제 등,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,43450.0,500.0,11000.0,26429162.0,11700.0,6.4,13000.0,18.2,10150.0,-7.7,11000.0,0.0,7580.0,-31.1,4775.0,-56.6,2021,77796.0,-4234422.0,-6240340.0
코스닥 상장추진,와이엠텍,273640,2021-08-02,2021-08-25,2021-08-31,2021-09-03,2021-09-10,2021-09-10,KB증권㈜,계전기(EV Relay),신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,16800.0,500.0,28000.0,5393000.0,28038.0,100.0,29540.0,110.7,18250.0,30.2,18149.0,29.5,16072.0,14.6,20800.0,48.4,2021,17036669.0,4477420.0,3865988.0
코스닥 상장추진,바이젠셀,308080,2021-07-15,2021-08-06,2021-08-12,2021-08-18,2021-08-25,2021-08-25,"대신증권㈜,KB증권㈜","면역세포치료제 (면역항암제, 면역조절치료제 등)",신규상장,주권,자연과학 및 공학 연구개발업,대한민국,99417.0,500.0,52700.0,9432400.0,36826.0,39.5,29812.0,12.9,21469.0,-18.7,17461.0,-33.9,12376.0,-53.1,9780.0,-63.0,2021,0.0,-7912700.0,-10454734.0
유가증권 상장추진,롯데렌탈,089860,2021-07-12,2021-08-03,2021-08-09,2021-08-12,2021-08-19,2021-08-19,"한국투자증권㈜,엔에이치투자증권주식회사","렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",신규상장,주권,운송장비 임대업,대한민국,850898.0,5000.0,59000.0,36634063.0,57500.0,-2.5,55500.0,-5.9,46250.0,-21.6,39200.0,-33.6,32350.0,-45.2,38700.0,-34.4,2021,2075911713.0,145335864.0,20006700.0
유가증권 상장추진,일진하이솔루스,271940,2021-07-09,2021-08-19,2021-08-24,2021-08-27,2021-09-01,2021-09-01,"미래에셋증권 주식회사,삼성증권㈜","수소승용용기, 매연저감장치 등",신규상장,주권,그외 기타 운송장비 제조업,대한민국,373664.0,500.0,34300.0,36313190.0,68600.0,100.0,89100.0,159.8,68900.0,100.9,58100.0,69.4,40850.0,19.1,33450.0,-2.5,2021,113524940.0,15074663.0,15578870.0
유가증권 상장추진,아주스틸,139990,2021-07-07,2021-08-02,2021-08-09,2021-08-12,2021-08-20,2021-08-20,미래에셋증권 주식회사,"프리미엄 가전용 고품질 컬러강판, 건자재 등",신규상장,주권,1차 철강 제조업,대한민국,104756.0,500.0,15100.0,26452189.0,30200.0,100.0,33500.0,121.9,23050.0,52.6,18150.0,20.2,15800.0,4.6,11400.0,-24.5,2021,326861772.0,18558194.0,14096616.0
유가증권 상장추진,크래프톤,259960,2021-07-01,2021-07-14,2021-08-02,2021-08-05,2021-08-10,2021-08-10,미래에셋증권 주식회사,등 게임 소프트웨어,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,4309807.0,100.0,498000.0,48898070.0,448500.0,-9.9,454000.0,-8.8,464500.0,-6.7,465500.0,-6.5,305000.0,-38.8,243000.0,-51.2,2021,95437031.0,-129011890.0,5151508.0
유가증권 상장추진,한컴라이프케어,372910,2021-06-30,2021-07-29,2021-08-05,2021-08-10,2021-08-17,2021-08-17,미래에셋증권 주식회사,"공기호흡기, 방독면, 보호복 등",신규상장,주권,의료용 기기 제조업,대한민국,113742.0,200.0,13700.0,27674406.0,16050.0,17.2,12800.0,-6.6,10000.0,-27.0,7690.0,-43.9,7030.0,-48.7,5620.0,-59.0,2021,136299360.0,22764839.0,15407797.0
코스닥 상장추진,HK이노엔,195940,2021-06-30,2021-07-22,2021-07-29,2021-08-03,2021-08-09,2021-08-09,"한국투자증권㈜,제이피모간증권회사 서울지점,삼성증권㈜","전문의약품, 숙취해소음료",신규상장,주권,의약품 제조업,대한민국,596903.0,500.0,59000.0,28904499.0,68100.0,15.4,68500.0,16.1,64100.0,8.6,51900.0,-12.0,41800.0,-29.2,43750.0,-25.8,2021,515289077.0,123731231.0,67060973.0
유가증권 상장추진,카카오뱅크,323410,2021-06-28,2021-07-20,2021-07-26,2021-07-29,2021-08-06,2021-08-06,"KB증권㈜,CS증권 서울지점",은행 및 금융서비스,신규상장,주권,은행 및 저축기관,대한민국,2552550.0,5000.0,39000.0,475100237.0,53700.0,37.7,69800.0,79.0,80800.0,107.2,57200.0,46.7,41350.0,6.0,30050.0,-22.9,2021,0.0,122551247.0,0.0
코스닥 상장추진,원티드랩,376980,2021-06-23,2021-07-26,2021-08-02,2021-08-05,2021-08-11,2021-08-11,한국투자증권㈜,채용 플랫폼,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,25550.0,500.0,35000.0,4703068.0,35000.0,100.0,45500.0,160.0,39400.0,125.1,39900.0,128.0,30750.0,75.7,25600.0,46.3,2021,14648005.0,-4921983.0,-9174016.0
코스닥 상장추진,플래티어,367000,2021-06-18,2021-07-30,2021-08-04,2021-08-09,2021-08-12,2021-08-12,KB증권㈜,E-Commerce Platform 구축,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,19800.0,500.0,11000.0,8269707.0,22000.0,100.0,28600.0,160.0,26700.0,142.7,17900.0,62.7,17200.0,56.4,12900.0,17.3,2021,39376204.0,3636765.0,2684637.0
코스닥 상장추진,브레인즈컴퍼니,099390,2021-06-18,2021-08-03,2021-08-09,2021-08-12,2021-08-19,2021-08-19,키움증권㈜,IT 인프라 통합관리 솔루션,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,15000.0,500.0,25000.0,4108796.0,25197.0,100.0,32756.0,160.0,17789.0,41.2,15521.0,23.2,12246.0,-2.8,9060.0,-28.1,2021,14829409.0,3853416.0,3734319.0
코스닥 상장추진,딥노이드,315640,2021-06-18,2021-08-02,2021-08-05,2021-08-10,2021-08-17,2021-08-17,KB증권㈜,"의료 인공지능플랫폼, 인공지능 임상의사결정 시스템",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,12600.0,500.0,42000.0,4290997.0,36000.0,71.4,25200.0,20.0,20125.0,-4.2,19775.0,-5.8,13800.0,-34.3,9040.0,-57.0,2021,1039945.0,-5008774.0,-13599885.0
코스닥 상장추진,큐라클,365270,2021-06-15,2021-07-07,2021-07-13,2021-07-16,2021-07-22,2021-07-22,삼성증권㈜,혈관질환치료제 등,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,53333.0,500.0,25000.0,13355968.0,36500.0,46.0,30650.0,22.6,49750.0,99.0,39000.0,56.0,20100.0,-19.6,19200.0,-23.2,2021,0.0,-7852987.0,-28609794.0
유가증권 상장추진,에스디바이오센서,137310,2021-06-11,2021-07-05,2021-07-08,2021-07-13,2021-07-16,2021-07-16,"한국투자증권㈜,엔에이치투자증권주식회사",STANDARD Q 항원/항체 진단키트(COVID-19 진단키트),신규상장,주권,의료용 기기 제조업,대한민국,776381.0,500.0,52000.0,103271353.0,57000.0,9.6,61000.0,17.3,61200.0,17.7,46250.0,-11.1,55700.0,7.1,44200.0,-15.0,2021,1477922065.0,706835481.0,585721360.0
코스닥 상장추진,맥스트,377030,2021-05-27,2021-07-12,2021-07-16,2021-07-21,2021-07-27,2021-07-27,하나증권주식회사,AR 개발 플랫폼/AR솔루션,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,15000.0,500.0,15000.0,8533491.0,14670.0,100.0,19070.0,160.0,32713.0,346.0,33349.0,354.7,26258.0,258.0,18700.0,155.0,2021,1982672.0,-2515364.0,-8920975.0
코스닥 상장추진,오비고,352910,2021-05-13,2021-06-28,2021-07-01,2021-07-06,2021-07-13,2021-07-13,엔에이치투자증권주식회사,스마트카 소프트웨어 플랫폼,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",대한민국,34792.0,500.0,14300.0,11283858.0,19200.0,34.3,20700.0,44.8,25400.0,77.6,15700.0,9.8,20800.0,45.5,10450.0,-26.9,2021,11618381.0,-965941.0,-3892346.0
코스닥 상장추진,이노뎁,303530,2021-05-07,2021-06-03,2021-06-09,2021-06-14,2021-06-18,2021-06-18,하이투자증권㈜,영상인식 및 데이터플랫폼 솔루션,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,18900.0,500.0,18000.0,6950135.0,22200.0,0.0,18050.0,0.0,15750.0,0.0,18750.0,0.0,25500.0,0.0,18050.0,0.0,2021,66729680.0,5637415.0,5078315.0
코스닥 상장추진,리파인,377450,2021-04-23,2021-10-14,2021-10-20,2021-10-25,2021-10-29,2021-10-29,KB증권㈜,권리조사,신규상장,주권,기타 정보 서비스업,대한민국,90930.0,100.0,21000.0,17330000.0,18900.0,-10.0,14300.0,-31.9,16600.0,-21.0,13100.0,-37.6,13800.0,-34.3,7930.0,-62.2,2021,54163513.0,20232921.0,16037587.0
코스닥 상장추진,에이디엠코리아,187660,2021-04-16,2021-05-17,2021-05-25,2021-05-28,2021-06-03,2021-06-03,하나증권주식회사,임상 CRO 서비스,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,17100.0,100.0,3800.0,21836250.0,7600.0,100.0,9880.0,160.0,6490.0,70.8,5840.0,53.7,4420.0,16.3,4135.0,8.8,2021,13111663.0,3984162.0,3997252.0
코스닥 상장추진,진시스템,363250,2021-04-13,2021-05-06,2021-05-13,2021-05-18,2021-05-26,2021-05-26,삼성증권㈜,분자진단기반 플랫폼 개발 및 제조·판매,신규상장,주권,의료용 기기 제조업,대한민국,28500.0,500.0,20000.0,6811080.0,19100.0,-4.5,17400.0,-13.0,14950.0,-25.3,14650.0,-26.8,11050.0,-44.8,10250.0,-48.8,2021,13258238.0,3309482.0,-2224057.0
