(단위 : 천원),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
회사명,종목코드,상장일,매출액(수익),,,,,영업이익,,,,,당기순이익,,,,
,,,2019년,2020년,2021년,2022년,2023년,2019년,2020년,2021년,2022년,2023년,2019년,2020년,2021년,2022년,2023년
웰크론,065950,2003-07-29,"102,378,629","123,679,701","110,079,447","110,906,032",0,"6,903,857","17,728,995","12,099,292","6,332,323",0,"-6,207,323","8,530,795","9,456,124","2,764,821",0
파워로직스,047310,2003-07-25,"1,092,201,856","837,055,040","766,534,120","548,271,203",0,"36,107,321","-8,700,584","-10,149,970","-7,035,585",0,"36,421,171","-4,255,099","-8,035,536","-13,547,868",0
한국금융지주,071050,2003-07-21,0,0,0,0,0,0,0,0,0,0,"348,826,516","192,466,899","277,672,915","663,789,371",0
코원플레이,056000,2003-07-11,"14,925,981","12,354,201","4,752,431",0,0,"284,973","2,123,806","-3,993,739",0,0,"-3,219,240","-2,783,706","-3,586,568",0,0
이라이콤,041520,2003-07-04,"273,731,536","208,014,703","151,091,743","101,577,747",0,"148,308","4,154,491","-1,080,575","-3,176,788",0,"-4,123,351","-1,418,425","7,027,491","-17,693,757",0
녹원씨엔아이,065560,2003-07-01,"30,113,118","16,813,117","15,183,790","10,945,430",0,"8,335,754","-723,187","-5,821,849","-1,900,368",0,"-8,666,729","-14,982,758","-33,997,620","-18,902,728",0
유엔젤,072130,2003-07-01,"25,481,484","26,691,556","28,727,824","29,047,454",0,"-2,161,412","1,847,732","3,060,626","601,755",0,"-3,618,570","1,372,650","12,316,058","754,370",0
SBS,034120,2003-06-25,"750,481,928","756,841,751","909,840,568","1,012,638,772",0,"5,984,906","50,358,562","140,759,732","143,348,424",0,"3,278,960","-74,103,571","107,674,645","120,372,742",0
홈캐스트,064240,2003-06-11,"20,459,480","20,709,466","17,068,080","73,090,047",0,"-3,797,943","1,960,686","-4,558,164","2,761,524",0,"-10,259,508","499,965","19,801,034","-388,186",0
씨씨에스,066790,2003-05-30,"20,321,890","19,273,924","18,538,795","19,359,542",0,"631,944","-347,835","-236,359","652,904",0,"-1,416,652","-2,922,462","1,461,062","787,807",0
웹젠,069080,2003-05-23,"170,826,945","287,993,865","286,317,988","245,584,891",0,"58,555,718","104,662,513","107,114,099","97,386,105",0,"43,393,933","76,303,218","87,016,589","81,011,704",0
엔씨소프트,036570,2003-05-22,"1,525,867,647","2,242,430,937","2,129,326,953","2,401,567,306",0,"556,930,267","868,538,818","339,112,326","575,986,638",0,"307,491,685","627,523,554","352,382,230","458,275,294",0
하이스틸,071090,2003-02-17,"213,437,442","156,632,188","238,750,250","302,739,816",0,"459,502","197,078","20,326,681","11,808,013",0,"-540,128","-1,362,471","15,897,414","7,562,297",0
대화제약,067080,2003-02-14,"87,314,425","82,324,950","88,704,839","99,192,379",0,"9,467,383","4,610,559","2,491,089","3,897,189",0,"11,169,086","-553,606","2,322,396","1,923,067",0
우수AMS,066590,2003-02-12,"207,341,545","183,575,584","218,716,318","248,613,901",0,"1,777,444","-4,172,333","3,666,797","4,873,796",0,"1,208,425","-2,925,358","-4,515,340","-20,306,929",0
하츠,066130,2003-02-11,"112,304,948","125,078,383","137,185,086","143,130,132",0,"2,497,963","7,938,567","10,002,549","7,183,439",0,"2,373,489","5,991,724","8,082,741","4,594,238",0
JW신약,067290,2003-02-11,"89,979,990","89,993,482","88,573,531","95,703,415",0,"3,601,358","2,241,845","6,593,952","7,333,918",0,"-8,694,771","-7,983,032","-11,059,516","-14,542,300",0
SBS콘텐츠허브,046140,2003-02-05,"142,543,813","139,394,572","164,526,233","180,944,764",0,"1,359,112","6,700,114","10,213,545","11,328,289",0,"1,682,833","7,444,170","14,085,805","8,855,231",0
빅텍,065450,2003-02-05,"48,979,452","67,286,854","102,466,113","74,374,891",0,"2,610,386","3,162,156","7,132,931","1,652,772",0,"1,979,785","2,948,377","5,264,507","-231,659",0
탑엔지니어링,065130,2003-01-29,"216,906,563","155,748,839","172,603,682","186,343,367",0,"24,030,398","2,472,226","735,713","9,836,956",0,"41,822,087","5,623,773","2,371,642","6,302,380",0
이루온,065440,2003-01-28,"20,953,753","21,501,699","19,606,801","18,867,306",0,"1,340,036","1,782,257","1,075,901","595,706",0,"1,480,736","354,744","1,444,274","1,271,950",0
태경케미컬,006890,2003-01-28,"40,490,951","45,550,291","52,056,223","56,651,970",0,"1,142,833","7,450,885","12,167,080","10,708,324",0,"3,511,431","7,077,920","10,302,642","9,200,816",0
DSR제강,069730,2003-01-28,"191,479,168","176,206,567","207,142,760","261,687,162",0,"5,203,274","3,534,043","4,291,637","26,367,414",0,"6,757,020","5,279,451","7,620,490","28,926,448",0
재영솔루텍,049630,2003-01-24,"126,847,009","88,642,656","95,208,025","119,360,537",0,"10,307,174","2,214,570","-1,002,311","7,082,524",0,"6,354,537","-4,719,383","-3,105,182","-227,372",0
한국큐빅,021650,2003-01-24,"30,164,022","32,819,118","37,126,254","36,348,781",0,"3,499,293","5,472,555","6,796,458","4,092,522",0,"4,419,276","4,818,891","5,544,267","3,479,031",0
인터플렉스,051370,2003-01-22,"350,246,474","248,803,864","310,349,779","273,339,645",0,"-21,672,584","-33,656,391","3,914,121","21,405,667",0,"-27,790,885","-44,315,398","720,755","15,310,769",0
삼영이엔씨,065570,2003-01-21,"37,032,272","35,290,264","40,113,738","31,901,368",0,"-2,462,280","-2,627,485","1,140,807","-20,145,836",0,"-9,417,380","-2,428,859","622,281","-41,768,937",0
메디프론,065650,2003-01-21,"17,412,906","30,190,148","49,250,938","45,289,904",0,"-2,161,742","-2,288,690","861,076","-4,058,292",0,"-1,778,874","-3,521,169","-6,758,922","-12,024,820",0
이엔코퍼레이션,066980,2003-01-17,"16,854,150","13,543,024","9,247,217","6,640,439",0,"1,779,577","358,620","397,114","-770,213",0,"4,295,549","-40,534,397","3,527,817","-5,010,331",0
리더스코스메틱,016100,2003-01-15,"39,573,883","32,439,834","27,251,695","65,413,104",0,"-26,387,212","-10,377,948","-6,495,640","2,217,719",0,"-53,482,607","-5,393,302","41,455,861","-295,886",0
한농화성,011500,2003-01-09,"204,694,663","208,254,762","268,796,630","239,432,889",0,"11,950,440","13,749,904","19,543,793","4,544,911",0,"9,978,317","12,986,053","19,695,591","8,571,221",0
케이피엠테크,042040,2003-01-07,"17,385,217","23,208,098","33,407,092","37,157,643",0,"-5,205,994","-8,710,711","-9,959,994","1,532,600",0,"-30,406,753","-15,530,615","-41,944,003","-1,582,219",0
바이오빌,065940,2003-01-07,"17,990,994",0,0,0,0,"-3,999,042",0,0,0,0,"-22,560,390",0,0,0,0
엘앤에프,066970,2003-01-02,"312,072,283","355,967,911","966,422,608","3,886,225,573",0,"-9,054,002","450,241","41,750,155","265,358,084",0,"-10,805,049","-15,081,846","-114,120,042","272,172,837",0
디스플레이텍,066670,2002-12-30,"43,569,777","36,225,203","122,826,560","54,973,944",0,"6,566,006","3,855,676","3,559,697","3,068,366",0,"5,393,286","3,811,408","5,417,045","6,834,389",0
와이오엠,066430,2002-12-24,"34,982,217","31,802,152","37,301,462","37,411,358",0,"925,727","1,269,967","419,639","219,379",0,"-25,326,880","2,381,946","394,963","575,800",0
초록뱀미디어,047820,2002-12-24,"36,286,419","25,261,191","79,988,255","34,352,422",0,"1,446,554","-8,676,058","4,763,355","480,623",0,"5,915,643","-44,263,743","-11,605,214","-19,459,702",0
웨스트라이즈,064090,2002-12-17,"31,936,073","32,137,066","28,639,039","16,598,210",0,"-22,331,424","-12,548,039","-9,199,048","-11,664,486",0,"-44,920,027","-40,849,862","-763,245","-12,338,200",0
쎌바이오텍,049960,2002-12-13,"44,005,368","42,743,208","44,004,170","47,457,347",0,"7,295,863","3,564,939","6,575,293","8,294,864",0,"8,886,775","2,086,677","6,968,470","10,733,852",0
NE능률,053290,2002-12-10,"84,632,802","75,363,857","77,824,167","80,229,931",0,"2,940,371","2,537,197","5,133,695","6,769,803",0,"720,337","971,936","4,221,360","4,542,241",0
테크엘,064520,2002-12-04,"39,481,096","22,919,822","41,975,112","20,558,075",0,"-14,408,199","-5,826,438","1,019,140","-3,696,730",0,"-12,331,221","-12,592,236","744,815","-6,063,302",0
현대백화점,069960,2002-11-25,"1,385,243,797","1,245,062,784","1,512,060,769","1,655,713,149",0,"241,377,832","108,743,934","186,253,613","252,210,667",0,"195,656,742","101,898,547","152,073,562","160,877,945",0
KG이니시스,035600,2002-11-22,"481,270,151","515,820,849","598,222,353","666,957,435",0,"41,112,244","47,657,395","53,087,915","53,580,045",0,"40,601,537","38,792,679","45,391,793","50,626,916",0
비엘팜텍,065170,2002-11-19,"37,321,138","28,316,168","32,194,034","21,416,581",0,"570,906","-511,255","-1,516,779","-2,305,980",0,"-9,276,029","-21,839,038","-17,658,555","-22,640,917",0
대호에이엘,069460,2002-11-11,"117,536,747","121,426,442","143,401,758","174,036,741",0,"-949,745","2,592,046","1,819,871","9,340,387",0,"-3,506,994","652,579","-3,042,735","5,924,964",0
파라다이스,034230,2002-11-05,"424,588,401","213,948,026","167,041,804","202,689,687",0,"18,732,967","-18,569,229","-18,719,683","-19,864,664",0,"21,383,187","-96,114,835","-120,637,358","26,154,553",0
플래스크,041590,2002-11-01,"12,047,635","45,333,512","22,748,044","37,409,679",0,"-5,125,053","1,679,982","-3,832,805","-9,016,556",0,"-67,227,634","-3,724,968","-17,673,965","-26,588,339",0
대웅제약,069620,2002-11-01,"1,005,179,736","944,751,591","1,055,169,533","1,161,253,630",0,"31,447,273","12,626,362","95,499,948","105,963,323",0,"20,228,348","3,138,751","35,795,056","48,561,673",0
마니커,027740,2002-10-29,"242,241,036","215,406,025","253,343,657","320,679,009",0,"-14,673,175","-30,845,117","-12,653,997","-6,397,710",0,"-17,490,185","-35,053,705","-49,663,855","1,391,345",0
SNT홀딩스,036530,2002-10-22,"11,015,928","25,309,708","18,896,929","21,175,696",0,"8,991,504","22,973,048","16,501,190","18,739,701",0,"9,244,252","22,951,239","16,540,428","19,026,274",0
티케이지휴켐스,069260,2002-10-07,"659,772,632","593,511,362","861,204,656","1,235,837,871",0,"106,617,714","95,303,350","93,443,404","117,135,007",0,"70,477,104","49,275,071","72,724,912","81,809,433",0
새로닉스,042600,2002-10-01,"62,819,666","62,731,194","62,589,048","73,231,372",0,"497,252","-1,458,954","-2,825,402","-1,006,445",0,"352,818","-2,980,556","2,926,611","-744,613",0
세종공업,033530,2002-09-25,"384,180,227","332,069,178","403,527,677","405,245,634",0,"-9,661,685","-14,966,502","4,181,371","6,731,640",0,"2,990,560","-12,763,956","8,139,848","6,507,464",0
오리엔트정공,065500,2002-09-19,"65,499,093","50,503,039","79,538,931","89,396,123",0,"-2,101,014","-5,216,314","1,792,010","-116,173",0,"-5,425,422","-24,867,873","1,633,418","-8,618,097",0
DGP,060900,2002-09-17,"13,795,480","3,845,121","19,893,146","31,716,249",0,"-8,111,662","-6,288,266","1,500,670","-3,368,146",0,"-10,923,156","-20,469,420","-6,895,829","-18,055,164",0
국보디자인,066620,2002-09-05,"237,054,909","253,810,694","295,474,472","334,734,258",0,"10,506,065","21,477,616","22,375,032","26,132,362",0,"9,509,021","16,487,759","17,110,329","19,276,919",0
아이톡시,052770,2002-08-22,"3,774,569","8,491,880","11,497,356","28,138,645",0,"-2,063,348","351,929","-4,784,647","894,880",0,"-2,092,669","-1,286,501","-7,932,108","-46,087",0
젬백스링크,064800,2002-08-22,"95,229,707","93,561,526","109,720,018","94,887,189",0,"6,158,853","4,197,451","6,480,350","798,972",0,"3,940,892","2,879,501","11,834,006","-4,881,331",0
에스아이리소스,065420,2002-08-22,"12,830,794","13,425,933","21,003,251","4,717,220",0,"549,255","364,931","2,002,252","-2,274,038",0,"-11,015,441","1,175,594","3,903,138","-963,295",0
포스코스틸리온,058430,2002-08-16,"889,444,843","870,211,620","1,328,998,610","1,181,624,867",0,"9,672,263","13,602,924","140,724,308","33,106,219",0,"2,914,242","4,503,423","95,790,285","17,479,918",0
리노스,039980,2002-08-13,"81,276,663","85,635,009","85,709,845","80,756,531",0,"61,305","-5,808,406","1,667,460","-2,233,000",0,"-77,023","-6,445,250","1,012,162","-2,564,052",0
현대바이오,048410,2002-08-08,"24,918,430","12,362,569","9,034,899","7,788,815",0,"3,124,923","-4,736,582","-9,408,202","-26,035,876",0,"1,658,488","-9,702,922","-21,930,459","-11,857,826",0
삼성출판사,068290,2002-08-05,"53,035,752","56,763,601","56,221,694","51,665,697",0,"-2,113,165","249,402","1,146,481","-900,934",0,"1,228,871","58,331,190","1,073,071","16,441,994",0
세이브존I&C,067830,2002-07-25,"157,811,582","134,723,062","122,173,236","119,350,275",0,"29,634,272","14,599,171","11,023,053","9,219,026",0,"22,338,521","9,909,637","7,411,013","9,179,410",0
에스피지,058610,2002-07-23,"219,560,002","225,915,823","258,694,637","279,795,490",0,"208,656","2,431,434","10,439,206","8,328,886",0,"-748,656","1,212,011","10,316,764","4,842,766",0
토탈소프트,045340,2002-07-19,"11,817,222","12,143,404","14,091,536","13,877,626",0,"2,429,508","2,552,360","3,035,572","2,583,998",0,"2,577,419","2,225,044","3,014,900","2,642,214",0
교보증권,030610,2002-07-18,"1,445,369,123","1,758,938,868","2,234,605,379","4,036,211,805",0,0,0,0,0,0,"85,014,243","105,872,092","143,691,284","44,599,774",0
한프,066110,2002-07-16,"5,217,145","1,661,079","3,243,194",0,0,"-2,352,538","-3,192,426","-4,397,467",0,0,"-27,202,044","-4,890,500","-4,619,978",0,0
서호전기,065710,2002-07-16,"64,058,562","58,650,045","64,293,286","46,726,307",0,"11,994,987","11,134,307","14,594,432","11,288,637",0,"15,055,825","6,499,167","17,008,630","10,137,657",0
한샘,009240,2002-07-16,"1,605,551,061","1,723,926,567","1,773,410,963","1,539,819,827",0,"69,059,036","99,088,090","63,938,356","-25,622,721",0,"41,343,472","49,883,809","50,786,664","-61,761,544",0
파커스,065690,2002-07-16,"43,703,575","34,618,635","28,421,403","23,275,514",0,"-5,010,340","-876,092","-5,894,474","-7,072,373",0,"-3,566,443","-8,260,176","8,643,745","-8,988,768",0
홈센타홀딩스,060560,2002-07-11,"22,649,988","18,145,627","26,714,305","24,211,700",0,"1,008,112","2,612,709","4,205,693","4,820,357",0,"-4,583,120","1,523,772","2,767,453","1,884,302",0
서울리거,043710,2002-07-11,"51,295,104","13,302,253","14,085,920","8,304,699",0,"-3,569,981","-14,454,053","3,986,862","-6,152,754",0,"-6,359,212","-25,362,259","-7,000,687","-3,766,067",0
큐렉소,060280,2002-07-03,"34,388,093","39,281,592","42,794,971","64,990,651",0,"-4,315,231","519,619","-1,817,086","1,110,697",0,"-25,918,257","416,632","-2,341,880","-3,040,885",0
아비코전자,036010,2002-07-03,"73,280,345","74,175,042","78,755,122","74,217,118",0,"7,974,080","7,435,470","6,522,523","8,463,519",0,"-2,273,540","3,487,821","8,916,096","7,985,409",0
소니드,060230,2002-06-25,"20,699,567","21,285,001","25,045,003","38,774,984",0,"1,392,184","1,601,959","927,441","1,056,679",0,"-1,750,438","383,474","-884,883","-11,831,946",0
티사이언티픽,057680,2002-06-18,"7,690,404","9,518,948","10,083,529","8,692,328",0,"2,031,391","725,160","1,001,502","183,833",0,"5,290,352","652,377","-3,161,872","-13,349,798",0
우원개발,046940,2002-06-18,"146,805,818","167,002,835","171,124,640","190,444,346",0,"4,527,824","11,574,162","5,529,750","2,515,855",0,"1,893,039","9,163,302","6,946,642","2,926,796",0
신세계건설,034300,2002-06-17,"1,016,153,925","956,756,075","1,256,750,440","1,432,384,948",0,"24,238,316","20,641,629","38,439,660","-12,042,240",0,"17,514,766","12,230,773","26,155,222","-14,219,380",0
인선이엔티,060150,2002-06-14,"102,296,528","131,185,355","121,206,232","115,867,048",0,"26,181,731","45,840,116","37,218,380","25,112,522",0,"12,313,985","30,943,387","21,257,538","16,536,320",0
와이어블,065530,2002-06-04,"86,274,637","88,960,417","78,495,699","64,283,541",0,"3,464,674","4,426,604","3,684,625","3,404,994",0,"2,070,820","3,011,391","2,513,750","2,435,230",0
SM Life Design,063440,2002-05-30,"33,325,088","25,072,356","37,351,919","40,098,493",0,"1,073,628","326,981","1,533,125","3,731,428",0,"-2,963,320","-1,852,675","808,130","2,220,192",0
지어소프트,051160,2002-05-28,"50,464,481","54,822,256","56,194,334","50,398,568",0,"349,669","1,045,391","5,103,141","2,077,729",0,"-658,317","631,909","-16,535,147","61,352,963",0
우신시스템,017370,2002-05-28,"133,610,127","113,377,612","135,139,999","112,629,974",0,"3,480,231","5,307,596","5,267,480","10,932,601",0,"-8,818,862","220,878","-11,703,626","7,532,046",0
지엔코,065060,2002-05-28,"101,363,573","82,475,272","90,289,663","95,299,427",0,"779,371","-4,589,518","1,097,216","4,481,250",0,"-23,480,171","-15,605,935","-17,751,419","-8,137,115",0
셀루메드,049180,2002-05-23,"12,838,321","16,535,705","19,779,876","27,359,803",0,"-9,591,929","-1,674,182","1,860,331","-3,599,936",0,"-37,521,996","-1,678,829","3,774,607","-6,703,163",0
KH바텍,060720,2002-05-21,"28,294,361","26,751,859","23,525,976","23,891,480",0,"8,785,316","4,752,522","-1,362,741","2,999,356",0,"-11,388,408","-12,604,964","33,315,035","23,258,538",0
에스폴리텍,050760,2002-05-16,"134,909,963","135,169,595","109,733,448","82,407,667",0,"15,737,072","14,803,260","5,343,814","-738,937",0,"13,147,795","7,467,075","6,567,109","-2,942,781",0
알에프텍,061040,2002-05-16,"130,548,771","96,788,344","172,173,869","163,233,330",0,"811,092","-4,268,573","6,458,096","1,185,155",0,"-15,213,438","-49,004,913","13,513,694","10,258,507",0
이랜텍,054210,2002-05-09,"133,109,410","137,625,198","277,318,143","526,651,907",0,"1,081,964","3,030,803","4,915,346","23,442,096",0,"-23,219,035","-7,317,687","12,360,379","30,787,467",0
케이피티유,054410,2002-04-25,"24,269,610","25,910,977","31,487,005","36,870,059",0,"563,030","804,757","1,159,428","1,387,679",0,"-764,474","-3,128,230","6,067,632","2,019,877",0
ES큐브,050120,2002-04-25,"28,527,284","30,293,088","41,105,787","52,850,390",0,"587,700","1,452,732","2,340,435","5,003,596",0,"-12,738,710","-29,081,429","5,694,998","5,705,382",0
3S,060310,2002-04-23,"31,950,585","19,470,454","21,999,630","22,265,714",0,"1,530,442","389,062","-1,419,946","1,153,521",0,"1,184,581","-728,263","754,467","482,195",0
LG전자,066570,2002-04-22,"28,654,467,000","24,735,750,000","27,778,047,000","27,791,746,000",0,"166,009,000","1,294,345,000","446,426,000","110,787,000",0,"-196,118,000","1,211,549,000","-913,538,000","854,963,000",0
화일약품,061250,2002-04-18,"108,744,878","123,613,031","106,989,514","132,052,749",0,"4,101,514","4,583,777","4,263,681","4,772,216",0,"3,194,153","2,806,388","2,842,177","-6,326,963",0
